project,bug_id,folder,add_test_file,class_fqcn,method_name,repair_result,buggy_result,fixed_result,,difference between generated patch and developers' fix,fix the bug,new functionality,Is the testcase really trigger the bug,Is the testcase testing the new functionality
Jacksondatabind,32,JacksonDatabind-32-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.deser.TestUntypedDeserialization,testNestedUntyped989_AdditionalEmptyArray,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,32,JacksonDatabind-32-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.deser.TestUntypedDeserialization,testNestedUntyped989_AdditionalEmptyObjectInMap,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,33,JacksonDatabind-33-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.struct.TestUnwrapped,testUnwrappedWithJsonGetter,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,33,JacksonDatabind-33-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.struct.TestUnwrapped,testUnwrappedWithJsonProperty,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,35,JacksonDatabind-35-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.jsontype.WrapperObjectWithObjectIdTest,testEmptyCompany,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,38,JacksonDatabind-38-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test,testMapWithComplexValue,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,38,JacksonDatabind-38-buggy_ind3,add_test2.java,com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test,testEmptyCollectionType,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,43,JacksonDatabind-43-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.objectid.TestObjectIdSerialization,testValidPropertyIdAfterNull,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,48,JacksonDatabind-48-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.ser.TestFeatures,testVisibilityFeaturesGettersOnly,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,48,JacksonDatabind-48-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.ser.TestFeatures,testVisibilityFeaturesIsGettersOnly,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,50,JacksonDatabind-50-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.objectid.ObjectWithCreator1261Test,testObjectIdsWithBuildException,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,60,JacksonDatabind-60-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.jsontype.TestDefaultWithCreators,testWithCreatorAndJsonValueNullValue,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,61,JacksonDatabind-61-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.jsontype.DefaultTypingWithPrimitivesTest,testDefaultTypingWithInt,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,61,JacksonDatabind-61-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.jsontype.DefaultTypingWithPrimitivesTest,testDefaultTypingWithBoolean,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,61,JacksonDatabind-61-buggy_ind3,add_test2.java,com.fasterxml.jackson.databind.jsontype.DefaultTypingWithPrimitivesTest,testDefaultTypingWithDouble,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,67,JacksonDatabind-67-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.module.TestCustomEnumKeyDeserializer,testEnumKeyWithoutModifier,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,71,JacksonDatabind-71-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.deser.TestMapDeserialization,testObjectKeyMap,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,73,JacksonDatabind-73-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.deser.ReadOrWriteOnlyTest,testWriteOnlyProperty,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,75,JacksonDatabind-75-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.struct.EnumFormatShapeTest,testEnumPropertyAsString,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,84,JacksonDatabind-84-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.type.TestTypeFactoryWithRecursiveTypes,testBasePropertiesIncludedWhenSerializingBaseWhenBaseTypeLoadedMultipleTimes,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,85,JacksonDatabind-85-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.ser.DateSerializationTest,testFormatWithLocale,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,86,JacksonDatabind-86-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.type.RecursiveTypeTest,testMultipleConstructionOfSameRecursiveType,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,90,JacksonDatabind-90-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.creators.DelegatingArrayCreator1804Test,testDelegatingArrayNull1804,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,95,JacksonDatabind-95-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.type.TestTypeFactory,testConstructSpecializedTypeForEnumSet,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,95,JacksonDatabind-95-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.type.TestTypeFactory,testConstructSpecializedTypeForHashMap,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,95,JacksonDatabind-95-buggy_ind3,add_test2.java,com.fasterxml.jackson.databind.type.TestTypeFactory,testConstructSpecializedTypeForArrayList,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,99,JacksonDatabind-99-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.type.TestTypeFactory,testCanonicalNamesAdditional1,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,99,JacksonDatabind-99-buggy_ind3,add_test2.java,com.fasterxml.jackson.databind.type.TestTypeFactory,testCanonicalNamesAdditional3,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,101,JacksonDatabind-101-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.struct.TestUnwrapped,testIssue2088UnwrappedFieldsOnlyBeforeCreatorProps,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,101,JacksonDatabind-101-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.struct.TestUnwrapped,testIssue2088UnwrappedFieldsBeforeAndAfterFirstCreatorProp,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,102,JacksonDatabind-102-buggy_ind3,add_test2.java,com.fasterxml.jackson.databind.ser.jdk.SqlDateSerializationTest,testSqlDateConfigOverrideNumericShape,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,105,JacksonDatabind-105-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.deser.jdk.JDKScalarsTest,testVoidDeserNull,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,108,JacksonDatabind-108-buggy_ind1,add_test.java,com.fasterxml.jackson.databind.node.EmptyContentAsTreeTest,testNullNodeFromExplicitNullWithParser,Not Pass,Pass,Pass,,,,,,
Jacksondatabind,108,JacksonDatabind-108-buggy_ind2,add_test1.java,com.fasterxml.jackson.databind.node.EmptyContentAsTreeTest,testNonEmptyTreeWithParser,Not Pass,Pass,Pass,,,,,,
Jsoup,1,Jsoup-1-buggy_ind1,add_test.java,org.jsoup.parser.ParserTest,normaliseSingleTextNode,Not Pass,Pass,Pass,,,,,,
Jsoup,1,Jsoup-1-buggy_ind2,add_test1.java,org.jsoup.parser.ParserTest,normaliseMultipleTextNodes,Not Pass,Pass,Pass,,,,,,
Jsoup,1,Jsoup-1-buggy_ind3,add_test2.java,org.jsoup.parser.ParserTest,normaliseEmptyString,Not Pass,Pass,Pass,,,,,,
Jsoup,2,Jsoup-2-buggy_ind1,add_test.java,org.jsoup.parser.ParserTest,handlesMultipleDataTagsInSequence,Not Pass,Pass,Pass,,,,,,
Jsoup,4,Jsoup-4-buggy_ind3,add_test2.java,org.jsoup.nodes.EntitiesTest,unescapeMixedValidInvalid,Not Pass,Pass,Pass,,,,,,
Jsoup,13,Jsoup-13-buggy_ind1,add_test.java,org.jsoup.nodes.NodeTest,handlesAbsPrefixWithEmptyBaseUri,Not Pass,Pass,Pass,,,,,,
Jsoup,13,Jsoup-13-buggy_ind3,add_test2.java,org.jsoup.nodes.NodeTest,handlesAbsPrefixWithMissingAttr,Not Pass,Pass,Pass,,,,,,
Jsoup,14,Jsoup-14-buggy_ind1,add_test.java,org.jsoup.parser.ParserTest,handlesTextareaWithMixedCaseClosingTag,Not Pass,Pass,Pass,,,,,,
Jsoup,14,Jsoup-14-buggy_ind2,add_test1.java,org.jsoup.parser.ParserTest,handlesTitleWithAllUppercaseClosingTag,Not Pass,Pass,Pass,,,,,,
Jsoup,14,Jsoup-14-buggy_ind3,add_test2.java,org.jsoup.parser.ParserTest,handlesTextareaWithUppercaseClosingTag,Not Pass,Pass,Pass,,,,,,
Jsoup,15,Jsoup-15-buggy_ind1,add_test.java,org.jsoup.parser.ParserTest,handlesMarqueeEndTag,Not Pass,Pass,Pass,,,,,,
Jsoup,15,Jsoup-15-buggy_ind2,add_test1.java,org.jsoup.parser.ParserTest,handlesAppletEndTag,Not Pass,Pass,Pass,,,,,,
Jsoup,15,Jsoup-15-buggy_ind3,add_test2.java,org.jsoup.parser.ParserTest,handlesObjectEndTag,Not Pass,Pass,Pass,,,,,,
Jsoup,16,Jsoup-16-buggy_ind1,add_test.java,org.jsoup.nodes.DocumentTypeTest,constructorValidationThrowsExceptionOnNullName,Not Pass,Pass,Pass,,,,,,
Jsoup,16,Jsoup-16-buggy_ind3,add_test2.java,org.jsoup.nodes.DocumentTypeTest,outerHtmlGenerationWithPublicIdOnly,Not Pass,Pass,Pass,,,,,,
Jsoup,21,Jsoup-21-buggy_ind2,add_test1.java,org.jsoup.select.SelectorTest,handlesCommaWithSingleSelector,Not Pass,Pass,Pass,,,,,,
Jsoup,28,Jsoup-28-buggy_ind3,add_test2.java,org.jsoup.nodes.EntitiesTest,boundaryCharacterValue,Not Pass,Pass,Pass,,,,,,
Jsoup,33,Jsoup-33-buggy_ind1,add_test.java,org.jsoup.parser.HtmlParserTest,handlesUnknownSelfClosingTags,Not Pass,Pass,Pass,,,,,,
Jsoup,33,Jsoup-33-buggy_ind2,add_test1.java,org.jsoup.parser.HtmlParserTest,handlesKnownVoidElementsSelfClosing,Not Pass,Pass,Pass,,,,,,
Jsoup,33,Jsoup-33-buggy_ind3,add_test2.java,org.jsoup.parser.HtmlParserTest,handlesNestedKnownTagsSelfClosing,Not Pass,Pass,Pass,,,,,,
Jsoup,36,Jsoup-36-buggy_ind4,add_test3.java,org.jsoup.integration.ParseTest,testHtml5CharsetWithSingleQuote,Not Pass,Pass,Pass,,,,,,
Jsoup,44,Jsoup-44-buggy_ind1,add_test.java,org.jsoup.parser.HtmlParserTest,testStartTagWithNameOnly,Not Pass,Pass,Pass,,,,,,
Jsoup,44,Jsoup-44-buggy_ind2,add_test1.java,org.jsoup.parser.HtmlParserTest,testEndTagProcessing,Not Pass,Pass,Pass,,,,,,
Jsoup,49,Jsoup-49-buggy_ind2,add_test1.java,org.jsoup.nodes.ElementTest,insertChildrenFromDifferentParents,Not Pass,Pass,Pass,,,,,,
Jsoup,53,Jsoup-53-buggy_ind2,add_test1.java,org.jsoup.select.SelectorTest,attributeWithEscapedBrackets,Not Pass,Pass,Pass,,,,,,
Jsoup,53,Jsoup-53-buggy_ind3,add_test2.java,org.jsoup.select.SelectorTest,attributeWithNestedBrackets,Not Pass,Pass,Pass,,,,,,
Jsoup,58,Jsoup-58-buggy_ind1,add_test.java,org.jsoup.safety.CleanerTest,testIsValidWithEmptyInput,Not Pass,Pass,Pass,,,,,,
Jsoup,58,Jsoup-58-buggy_ind2,add_test1.java,org.jsoup.safety.CleanerTest,testIsValidWithWhitespaceOnly,Not Pass,Pass,Pass,,,,,,
Jsoup,58,Jsoup-58-buggy_ind3,add_test2.java,org.jsoup.safety.CleanerTest,testIsValidWithPlainText,Not Pass,Pass,Pass,,,,,,
Jsoup,58,Jsoup-58-buggy_ind4,add_test3.java,org.jsoup.safety.CleanerTest,testIsValidWithNestedAllowedTags,Not Pass,Pass,Pass,,,,,,
Jsoup,58,Jsoup-58-buggy_ind5,add_test4.java,org.jsoup.safety.CleanerTest,testIsValidWithMultipleTopLevelElements,Not Pass,Pass,Pass,,,,,,
Jsoup,58,Jsoup-58-buggy_ind6,add_test5.java,org.jsoup.safety.CleanerTest,testIsValidWithDisallowedAttribute,Not Pass,Pass,Pass,,,,,,
Jsoup,58,Jsoup-58-buggy_ind7,add_test6.java,org.jsoup.safety.CleanerTest,testIsValidDocumentWithEmptyBody,Not Pass,Pass,Pass,,,,,,
Jsoup,61,Jsoup-61-buggy_ind1,add_test.java,org.jsoup.select.ElementsTest,hasClassWithNullClassAttribute,Not Pass,Pass,Pass,,,,,,
Jsoup,61,Jsoup-61-buggy_ind2,add_test1.java,org.jsoup.select.ElementsTest,hasClassWithEmptyClassAttribute,Not Pass,Pass,Pass,,,,,,
Jsoup,61,Jsoup-61-buggy_ind3,add_test2.java,org.jsoup.select.ElementsTest,hasClassWithMultipleWhitespaces,Not Pass,Pass,Pass,,,,,,
Jsoup,66,Jsoup-66-buggy_ind1,add_test.java,org.jsoup.nodes.ElementTest,testCloneWithMultipleChildren,Not Pass,Pass,Pass,,,,,,
Jsoup,66,Jsoup-66-buggy_ind2,add_test1.java,org.jsoup.nodes.ElementTest,testCloneWithNestedStructure,Not Pass,Pass,Pass,,,,,,
Jsoup,67,Jsoup-67-buggy_ind2,add_test1.java,org.jsoup.parser.HtmlParserTest,handlesDeepTableStructure,Not Pass,Pass,Pass,,,,,,
Jsoup,72,Jsoup-72-buggy_ind1,add_test.java,org.jsoup.parser.CharacterReaderTest,cacheStringWithDifferentHashCollisions,Not Pass,Pass,Pass,,,,,,
Jsoup,72,Jsoup-72-buggy_ind2,add_test1.java,org.jsoup.parser.HtmlParserTest,parseEmptyCommentLikeTag,Not Pass,Pass,Pass,,,,,,
Jsoup,86,Jsoup-86-buggy_ind1,add_test.java,org.jsoup.parser.XmlTreeBuilderTest,handlesShortPseudoXmlDecl,Not Pass,Pass,Pass,,,,,,
Jsoup,93,Jsoup-93-buggy_ind2,add_test1.java,org.jsoup.nodes.FormElementTest,handlesEmptySelectWithoutOptions,Not Pass,Pass,Pass,,,,,,
Jsoup,93,Jsoup-93-buggy_ind3,add_test2.java,org.jsoup.nodes.FormElementTest,handlesRadioWithoutChecked,Not Pass,Pass,Pass,,,,,,
Jxpath,4,JxPath-4-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.model.XMLSpaceTest,testDefaultSpaceDOM,Not Pass,Pass,Pass,,,,,,
Jxpath,4,JxPath-4-buggy_ind2,add_test1.java,org.apache.commons.jxpath.ri.model.XMLSpaceTest,testDefaultSpaceJDOM,Not Pass,Pass,Pass,,,,,,
Jxpath,6,JxPath-6-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.compiler.VariableTest,testIterateVariableMultipleMatches,Not Pass,Pass,Pass,,,,,,
Jxpath,6,JxPath-6-buggy_ind2,add_test1.java,org.apache.commons.jxpath.ri.compiler.VariableTest,testIterateVariableNoMatch,Not Pass,Pass,Pass,,,,,,
Jxpath,9,JxPath-9-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.compiler.CoreOperationTest,testNanNotEqualToZero,Not Pass,Pass,Pass,,,,,,
Jxpath,9,JxPath-9-buggy_ind3,add_test2.java,org.apache.commons.jxpath.ri.compiler.CoreOperationTest,testNormalNumbersEqual,Not Pass,Pass,Pass,,,,,,
Jxpath,9,JxPath-9-buggy_ind4,add_test3.java,org.apache.commons.jxpath.ri.compiler.CoreOperationTest,testNormalNumbersNotEqual,Not Pass,Pass,Pass,,,,,,
Jxpath,10,JxPath-10-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.compiler.CoreOperationTest,testEmptyNodeSetEqualityWithNonZero,Not Pass,Pass,Pass,,,,,,
Jxpath,10,JxPath-10-buggy_ind3,add_test2.java,org.apache.commons.jxpath.ri.compiler.CoreOperationTest,testEmptyNodeSetWithString,Not Pass,Pass,Pass,,,,,,
Jxpath,11,JxPath-11-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.model.XMLModelTestCase,testAttributeNamespaceWithExternalPrefix,Not Pass,Pass,Pass,,,,,,
Jxpath,11,JxPath-11-buggy_ind2,add_test1.java,org.apache.commons.jxpath.ri.model.XMLModelTestCase,testAttributeWildcardWithNamespace,Not Pass,Pass,Pass,,,,,,
Jxpath,13,JxPath-13-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.model.ExternalXMLNamespaceTest,testGetPrefixWithNullPointer,Not Pass,Pass,Pass,,,,,,
Jxpath,15,JxPath-15-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.model.XMLModelTestCase,testUnionMultipleElements,Not Pass,Pass,Pass,,,,,,
Jxpath,15,JxPath-15-buggy_ind2,add_test1.java,org.apache.commons.jxpath.ri.model.XMLModelTestCase,testUnionThreeElements,Not Pass,Pass,Pass,,,,,,
Jxpath,15,JxPath-15-buggy_ind3,add_test2.java,org.apache.commons.jxpath.ri.model.XMLModelTestCase,testUnionSingleElement,Not Pass,Pass,Pass,,,,,,
Jxpath,18,JxPath-18-buggy_ind1,add_test.java,org.apache.commons.jxpath.ri.model.XMLModelTestCase,testAttributeNodeTypeTest,Not Pass,Pass,Pass,,,,,,
Jxpath,18,JxPath-18-buggy_ind2,add_test1.java,org.apache.commons.jxpath.ri.model.XMLModelTestCase,testAttributeWithNamespaceWildcardMultiple,Not Pass,Pass,Pass,,,,,,
Jxpath,20,JxPath-20-buggy_ind2,add_test1.java,org.apache.commons.jxpath.ri.compiler.JXPath149Test,testNaNWithNumberComparison,Not Pass,Pass,Pass,,,,,,
Lang,1,Lang-1-buggy_ind3,add_test2.java,org.apache.commons.lang3.math.NumberUtilsTest,testHexExactly9And17Digits,Not Pass,Pass,Pass,,,,,,
Lang,9,Lang-9-buggy_ind2,add_test1.java,org.apache.commons.lang3.time.FastDateParserTest,testUnterminatedQuoteMiddle,Not Pass,Pass,Pass,,,,,,
Lang,17,Lang-17-buggy_ind2,add_test1.java,org.apache.commons.lang3.StringEscapeUtilsTest,testLang720_SupplementaryAtEnd,Not Pass,Pass,Pass,,,,,,
Lang,19,Lang-19-buggy_ind2,add_test1.java,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest,testValidEntitiesWithSemicolon,Not Pass,Pass,Pass,,,,,,
Lang,19,Lang-19-buggy_ind3,add_test2.java,org.apache.commons.lang3.text.translate.NumericEntityUnescaperTest,testSupplementaryCharacter,Not Pass,Pass,Pass,,,,,,
Lang,20,Lang-20-buggy_ind1,add_test.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayChar_MultipleElements,Not Pass,Pass,Pass,,,,,,
Lang,20,Lang-20-buggy_ind2,add_test1.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayString_MultipleElements,Not Pass,Pass,Pass,,,,,,
Lang,30,Lang-30-buggy_ind2,add_test1.java,org.apache.commons.lang3.StringUtilsEqualsIndexOfTest,testContainsAny_WithLoneHighSurrogate,Not Pass,Pass,Pass,,,,,,
Lang,44,Lang-44-buggy_ind1,add_test.java,org.apache.commons.lang.NumberUtilsTest,testLang457Additional1,Not Pass,Pass,Pass,,,,,,
Lang,44,Lang-44-buggy_ind2,add_test1.java,org.apache.commons.lang.NumberUtilsTest,testLang457Additional2,Not Pass,Pass,Pass,,,,,,
Lang,44,Lang-44-buggy_ind3,add_test2.java,org.apache.commons.lang.NumberUtilsTest,testLang457Additional3,Not Pass,Pass,Pass,,,,,,
Lang,45,Lang-45-buggy_ind1,add_test.java,org.apache.commons.lang.WordUtilsTest,testAbbreviateAdditional1,Not Pass,Pass,Pass,,,,,,
Lang,45,Lang-45-buggy_ind3,add_test2.java,org.apache.commons.lang.WordUtilsTest,testAbbreviateAdditional3,Not Pass,Pass,Pass,,,,,,
Lang,63,Lang-63-buggy_ind1,add_test.java,org.apache.commons.lang.time.DurationFormatUtilsTest,testFormatPeriodFebruaryLeapYear,Not Pass,Pass,Pass,,,,,,
Lang,63,Lang-63-buggy_ind2,add_test1.java,org.apache.commons.lang.time.DurationFormatUtilsTest,testFormatPeriodFebruaryNonLeapYear,Not Pass,Pass,Pass,,,,,,
Math,10,Math-10-buggy_ind2,add_test1.java,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest,testAtan2NegativeXBranch,Not Pass,Pass,Pass,,,,,,
Math,13,Math-13-buggy_ind1,add_test.java,org.apache.commons.math3.optimization.fitting.PolynomialFitterTest,testSmallSampleHighDegree,Not Pass,Pass,Pass,,,,,,
Math,13,Math-13-buggy_ind2,add_test1.java,org.apache.commons.math3.optimization.fitting.PolynomialFitterTest,testMediumSampleLowDegree,Not Pass,Pass,Pass,,,,,,
Math,14,Math-14-buggy_ind3,add_test2.java,org.apache.commons.math3.fitting.PolynomialFitterTest,testVerySmallWeights,Not Pass,Pass,Pass,,,,,,
Math,18,Math-18-buggy_ind1,add_test.java,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest,testBoundariesWithZeroRange,Not Pass,Pass,Pass,,,,,,
Math,18,Math-18-buggy_ind2,add_test1.java,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest,testBoundariesWithVerySmallRange,Not Pass,Pass,Pass,,,,,,
Math,21,Math-21-buggy_ind1,add_test.java,org.apache.commons.math3.linear.RectangularCholeskyDecompositionTest,testDescendingDiagonals,Not Pass,Pass,Pass,,,,,,
Math,25,Math-25-buggy_ind1,add_test.java,org.apache.commons.math3.optimization.fitting.HarmonicFitterTest,testConstantFunction,Not Pass,Pass,Pass,,,,,,
Math,25,Math-25-buggy_ind2,add_test1.java,org.apache.commons.math3.optimization.fitting.HarmonicFitterTest,testLinearFunction,Not Pass,Pass,Pass,,,,,,
Math,30,Math-30-buggy_ind1,add_test.java,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest,testSmallDataSetWithContinuityCorrection,Not Pass,Pass,Pass,,,,,,
Math,30,Math-30-buggy_ind2,add_test1.java,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest,testIdenticalDataSets,Not Pass,Pass,Pass,,,,,,
Math,30,Math-30-buggy_ind3,add_test2.java,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest,testMediumSizedInterleavedDataSet,Not Pass,Pass,Pass,,,,,,
Math,31,Math-31-buggy_ind2,add_test1.java,org.apache.commons.math3.distribution.FDistributionTest,testMath785HighProbability,Not Pass,Pass,Pass,,,,,,
Math,36,Math-36-buggy_ind3,add_test2.java,org.apache.commons.math.fraction.BigFractionTest,testDoubleValueForLargeNumeratorAndSmallDenominator,Not Pass,Pass,Pass,,,,,,
Math,36,Math-36-buggy_ind4,add_test3.java,org.apache.commons.math.fraction.BigFractionTest,testFloatValueForLargeNumeratorAndSmallDenominator,Not Pass,Pass,Pass,,,,,,
Math,40,Math-40-buggy_ind1,add_test.java,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest,testAboveSideWithPositiveRoot,Not Pass,Pass,Pass,,,,,,
Math,40,Math-40-buggy_ind2,add_test1.java,org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolverTest,testBelowSideWithNegativeRoot,Not Pass,Pass,Pass,,,,,,
Math,42,Math-42-buggy_ind2,add_test1.java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMath713MultipleVariablesNegative,Not Pass,Pass,Pass,,,,,,
Math,47,Math-47-buggy_ind3,add_test2.java,org.apache.commons.math.complex.ComplexTest,testDivideNaNByZero,Not Pass,Pass,Pass,,,,,,
Math,48,Math-48-buggy_ind1,add_test.java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testConvergenceOnLeftSide,Not Pass,Pass,Pass,,,,,,
Math,48,Math-48-buggy_ind2,add_test1.java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testConvergenceOnRightSide,Not Pass,Pass,Pass,,,,,,
Math,48,Math-48-buggy_ind3,add_test2.java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testSlowConvergenceCubic,Not Pass,Pass,Pass,,,,,,
Math,51,Math-51-buggy_ind1,add_test.java,org.apache.commons.math.analysis.solvers.RegulaFalsiSolverTest,testIssue631_NegativeRoot,Not Pass,Pass,Pass,,,,,,
Math,52,Math-52-buggy_ind2,add_test1.java,org.apache.commons.math.geometry.euclidean.threed.RotationTest,testRotationConstructorBranch3,Not Pass,Pass,Pass,,,,,,
Math,55,Math-55-buggy_ind1,add_test.java,org.apache.commons.math.geometry.Vector3DTest,testCrossProductOrthogonal,Not Pass,Pass,Pass,,,,,,
Math,55,Math-55-buggy_ind2,add_test1.java,org.apache.commons.math.geometry.Vector3DTest,testCrossProductParallel,Not Pass,Pass,Pass,,,,,,
Math,55,Math-55-buggy_ind3,add_test2.java,org.apache.commons.math.geometry.Vector3DTest,testCrossProductSmallAngle,Not Pass,Pass,Pass,,,,,,
Math,58,Math-58-buggy_ind1,add_test.java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519_symmetricData,Not Pass,Pass,Pass,,,,,,
Math,58,Math-58-buggy_ind2,add_test1.java,org.apache.commons.math.optimization.fitting.GaussianFitterTest,testMath519_widerPeak,Not Pass,Pass,Pass,,,,,,
Math,62,Math-62-buggy_ind2,add_test1.java,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest,testQuinticMaxWithStartValue,Not Pass,Pass,Pass,,,,,,
Math,63,Math-63-buggy_ind2,add_test1.java,org.apache.commons.math.util.MathUtilsTest,testEqualsNaN,Not Pass,Pass,Pass,,,,,,
Math,63,Math-63-buggy_ind3,add_test2.java,org.apache.commons.math.util.MathUtilsTest,testEqualsInfinity,Not Pass,Pass,Pass,,,,,,
Math,69,Math-69-buggy_ind1,add_test.java,org.apache.commons.math.stat.correlation.PearsonsCorrelationTest,testPValueWithPerfectCorrelation,Not Pass,Pass,Pass,,,,,,
Math,69,Math-69-buggy_ind2,add_test1.java,org.apache.commons.math.stat.correlation.PearsonsCorrelationTest,testPValueWithNegativeHighCorrelation,Not Pass,Pass,Pass,,,,,,
Math,76,Math-76-buggy_ind1,add_test.java,org.apache.commons.math.linear.SingularValueSolverTest,testTallMatrix,Not Pass,Pass,Pass,,,,,,
Math,76,Math-76-buggy_ind2,add_test1.java,org.apache.commons.math.linear.SingularValueSolverTest,testWideMatrix,Not Pass,Pass,Pass,,,,,,
Math,78,Math-78-buggy_ind2,add_test1.java,org.apache.commons.math.ode.events.EventStateTest,eventNearStepStart,Not Pass,Pass,Pass,,,,,,
Math,80,Math-80-buggy_ind1,add_test.java,org.apache.commons.math.linear.EigenDecompositionImplTest,testFlipNotTriggered,Not Pass,Pass,Pass,,,,,,
Math,80,Math-80-buggy_ind3,add_test2.java,org.apache.commons.math.linear.EigenDecompositionImplTest,testLargeGapEigenvalues,Not Pass,Pass,Pass,,,,,,
Math,81,Math-81-buggy_ind1,add_test.java,org.apache.commons.math.linear.EigenDecompositionImplTest,testMath308SingleElementMatrix,Not Pass,Pass,Pass,,,,,,
Math,87,Math-87-buggy_ind1,add_test.java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testMultipleVariablesWithBasicColumn,Not Pass,Pass,Pass,,,,,,
Math,87,Math-87-buggy_ind2,add_test1.java,org.apache.commons.math.optimization.linear.SimplexSolverTest,testTwoVariablesWithIdentitySlack,Not Pass,Pass,Pass,,,,,,
Math,92,Math-92-buggy_ind2,add_test1.java,org.apache.commons.math.util.MathUtilsTest,testBinomialCoefficientBoundaryValues,Not Pass,Pass,Pass,,,,,,
