project,bug_id,class_fqn,method_name
Closure,62,com.google.javascript.jscomp.LightweightMessageFormatterTest,testFormatErrorSpaceEndOfLine1
Closure,62,com.google.javascript.jscomp.LightweightMessageFormatterTest,testFormatErrorSpaceEndOfLine2
Closure,64,com.google.javascript.jscomp.CommandLineRunnerTest,testES5StrictUseStrictMultipleInputs
Closure,65,com.google.javascript.jscomp.CodePrinterTest,testZero
Closure,66,com.google.javascript.jscomp.TypeCheckTest,testGetTypedPercent5
Closure,66,com.google.javascript.jscomp.TypeCheckTest,testGetTypedPercent6
Closure,67,com.google.javascript.jscomp.RemoveUnusedPrototypePropertiesTest,testAliasing7
Closure,68,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testIssue477
Closure,69,com.google.javascript.jscomp.TypeCheckTest,testThisTypeOfFunction2
Closure,69,com.google.javascript.jscomp.TypeCheckTest,testThisTypeOfFunction3
Closure,69,com.google.javascript.jscomp.TypeCheckTest,testThisTypeOfFunction4
Closure,70,com.google.javascript.jscomp.LooseTypeCheckTest,testDuplicateLocalVarDecl
Closure,70,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionArguments13
Closure,70,com.google.javascript.jscomp.TypeCheckTest,testDuplicateLocalVarDecl
Closure,70,com.google.javascript.jscomp.TypeCheckTest,testFunctionArguments13
Closure,70,com.google.javascript.jscomp.TypeCheckTest,testScoping12
Closure,71,com.google.javascript.jscomp.CheckAccessControlsTest,testNoPrivateAccessForProperties6
Closure,71,com.google.javascript.jscomp.CheckAccessControlsTest,testNoPrivateAccessForProperties8
Closure,72,com.google.javascript.jscomp.InlineFunctionsTest,testInlineFunctions31
Closure,73,com.google.javascript.jscomp.CodePrinterTest,testUnicode
Closure,74,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testCommutativeOperators
Closure,74,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testFoldComparison3
Closure,74,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testInvertibleOperators
Closure,75,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIEString
Closure,76,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testInExpression2
Closure,76,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue384b
Closure,76,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue384c
Closure,76,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue384d
Closure,77,com.google.javascript.jscomp.CodePrinterTest,testZero
Closure,78,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testFoldArithmetic
Closure,79,com.google.javascript.jscomp.NormalizeTest,testIssue
Closure,79,com.google.javascript.jscomp.VarCheckTest,testCallInExterns
Closure,79,com.google.javascript.jscomp.VarCheckTest,testPropReferenceInExterns1
Closure,79,com.google.javascript.jscomp.VarCheckTest,testPropReferenceInExterns3
Closure,79,com.google.javascript.jscomp.VarCheckTest,testVarReferenceInExterns
Closure,80,com.google.javascript.jscomp.NodeUtilTest,testIsBooleanResult
Closure,80,com.google.javascript.jscomp.NodeUtilTest,testLocalValue1
Closure,81,com.google.javascript.jscomp.parsing.ParserTest,testUnnamedFunctionStatement
Closure,82,com.google.javascript.jscomp.TypeCheckTest,testIssue301
Closure,82,com.google.javascript.rhino.jstype.FunctionTypeTest,testEmptyFunctionTypes
Closure,83,com.google.javascript.jscomp.CommandLineRunnerTest,testVersionFlag2
Closure,84,com.google.javascript.jscomp.parsing.ParserTest,testDestructuringAssignForbidden4
Closure,85,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testCascadedRemovalOfUnlessUnconditonalJumps
Closure,85,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testIssue311
Closure,86,com.google.javascript.jscomp.NodeUtilTest,testLocalValue1
Closure,86,com.google.javascript.jscomp.PureFunctionIdentifierTest,testAnnotationInExterns_new4
Closure,86,com.google.javascript.jscomp.PureFunctionIdentifierTest,testAnnotationInExterns_new6
Closure,86,com.google.javascript.jscomp.PureFunctionIdentifierTest,testIssue303
Closure,86,com.google.javascript.jscomp.PureFunctionIdentifierTest,testIssue303b
Closure,86,com.google.javascript.jscomp.PureFunctionIdentifierTest,testLocalizedSideEffects8
Closure,86,com.google.javascript.jscomp.PureFunctionIdentifierTest,testLocalizedSideEffects9
Closure,87,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest,testIssue291
Closure,88,com.google.javascript.jscomp.CommandLineRunnerTest,testIssue297
Closure,88,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue297a
Closure,88,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue297b
Closure,88,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue297c
Closure,88,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue297d
Closure,88,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue297e
Closure,88,com.google.javascript.jscomp.DeadAssignmentsEliminationTest,testIssue297f
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAddPropertyToChildOfUncollapsibleFunctionInLocalScope
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAddPropertyToUncollapsibleFunctionInLocalScopeDepth1
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAddPropertyToUncollapsibleFunctionInLocalScopeDepth2
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAddPropertyToUncollapsibleNamedCtorInLocalScopeDepth1
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAliasCreatedForFunctionDepth1_1
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAliasCreatedForFunctionDepth1_2
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAliasCreatedForFunctionDepth1_3
Closure,89,com.google.javascript.jscomp.CollapsePropertiesTest,testAliasCreatedForFunctionDepth2
Closure,90,com.google.javascript.jscomp.TypeCheckTest,testBackwardsTypedefUse8
Closure,90,com.google.javascript.jscomp.TypeCheckTest,testBackwardsTypedefUse9
Closure,91,com.google.javascript.jscomp.CheckGlobalThisTest,testLendsAnnotation3
Closure,92,com.google.javascript.jscomp.ProcessClosurePrimitivesTest,testProvideInIndependentModules4
Closure,94,com.google.javascript.jscomp.NodeUtilTest,testValidDefine
Closure,94,com.google.javascript.jscomp.ProcessDefinesTest,testOverridingString1
Closure,94,com.google.javascript.jscomp.ProcessDefinesTest,testOverridingString3
Closure,95,com.google.javascript.jscomp.TypeCheckTest,testQualifiedNameInference5
Closure,95,com.google.javascript.jscomp.TypedScopeCreatorTest,testGlobalQualifiedNameInLocalScope
Closure,96,com.google.javascript.jscomp.TypeCheckTest,testFunctionArguments16
Closure,97,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testFoldBitShifts
Closure,98,com.google.javascript.jscomp.InlineVariablesTest,testNoInlineAliasesInLoop
Closure,99,com.google.javascript.jscomp.CheckGlobalThisTest,testInterface1
Closure,99,com.google.javascript.jscomp.CheckGlobalThisTest,testMethod4
Closure,99,com.google.javascript.jscomp.CheckGlobalThisTest,testPropertyOfMethod
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testGlobalThis7
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testInnerFunction1
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testInnerFunction2
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testInnerFunction3
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testStaticFunction6
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testStaticFunction7
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testStaticFunction8
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testStaticMethod2
Closure,100,com.google.javascript.jscomp.CheckGlobalThisTest,testStaticMethod3
Closure,101,com.google.javascript.jscomp.CommandLineRunnerTest,testProcessClosurePrimitives
Closure,102,com.google.javascript.jscomp.CompilerRunnerTest,testIssue115
Closure,103,com.google.javascript.jscomp.CheckUnreachableCodeTest,testInstanceOfThrowsException
Closure,103,com.google.javascript.jscomp.ControlFlowAnalysisTest,testInstanceOf
Closure,103,com.google.javascript.jscomp.DisambiguatePropertiesTest,testSupertypeReferenceOfSubtypeProperty
Closure,104,com.google.javascript.rhino.jstype.UnionTypeTest,testGreatestSubtypeUnionTypes5
Closure,105,com.google.javascript.jscomp.FoldConstantsTest,testStringJoinAdd
Closure,106,com.google.javascript.jscomp.CheckSideEffectsTest,testJSDocComments
Closure,106,com.google.javascript.jscomp.CollapsePropertiesTest,testCrashInCommaOperator
Closure,106,com.google.javascript.jscomp.CollapsePropertiesTest,testCrashInNestedAssign
Closure,106,com.google.javascript.jscomp.CollapsePropertiesTest,testTwinReferenceCancelsChildCollapsing
Closure,107,com.google.javascript.jscomp.CommandLineRunnerTest,testGetMsgWiringNoWarnings
Closure,108,com.google.javascript.jscomp.ScopedAliasesTest,testIssue1144
Closure,109,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testStructuralConstructor2
Closure,109,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testStructuralConstructor3
Closure,110,com.google.javascript.jscomp.ScopedAliasesTest,testFunctionDeclaration
Closure,110,com.google.javascript.jscomp.ScopedAliasesTest,testHoistedFunctionDeclaration
Closure,111,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest,testGoogIsArray2
Closure,112,com.google.javascript.jscomp.TypeCheckTest,testIssue1058
Closure,112,com.google.javascript.jscomp.TypeCheckTest,testTemplatized11
Closure,113,com.google.javascript.jscomp.VarCheckTest,testNoUndeclaredVarWhenUsingClosurePass
Closure,114,com.google.javascript.jscomp.NameAnalyzerTest,testAssignWithCall
Closure,115,com.google.javascript.jscomp.InlineFunctionsTest,testBug4944818
Closure,115,com.google.javascript.jscomp.InlineFunctionsTest,testDoubleInlining1
Closure,115,com.google.javascript.jscomp.InlineFunctionsTest,testInlineFunctions6
Closure,115,com.google.javascript.jscomp.InlineFunctionsTest,testNoInlineIfParametersModified8
Closure,115,com.google.javascript.jscomp.InlineFunctionsTest,testNoInlineIfParametersModified9
Closure,116,com.google.javascript.jscomp.FunctionInjectorTest,testIssue1101a
Closure,116,com.google.javascript.jscomp.FunctionInjectorTest,testIssue1101b
Closure,116,com.google.javascript.jscomp.InlineFunctionsTest,testBug4944818
Closure,116,com.google.javascript.jscomp.InlineFunctionsTest,testDoubleInlining2
Closure,116,com.google.javascript.jscomp.InlineFunctionsTest,testInlineFunctions6
Closure,116,com.google.javascript.jscomp.InlineFunctionsTest,testInlineIfParametersModified8
Closure,116,com.google.javascript.jscomp.InlineFunctionsTest,testInlineIfParametersModified9
Closure,116,com.google.javascript.jscomp.InlineFunctionsTest,testIssue1101
Closure,117,com.google.javascript.jscomp.TypeCheckTest,testIssue1047
Closure,118,com.google.javascript.jscomp.DisambiguatePropertiesTest,testOneType4
Closure,118,com.google.javascript.jscomp.DisambiguatePropertiesTest,testTwoTypes4
Closure,119,com.google.javascript.jscomp.CheckGlobalNamesTest,testGlobalCatch
Closure,120,com.google.javascript.jscomp.InlineVariablesTest,testExternalIssue1053
Closure,121,com.google.javascript.jscomp.InlineVariablesTest,testExternalIssue1053
Closure,122,com.google.javascript.jscomp.parsing.ParserTest,testSuspiciousBlockCommentWarning3
Closure,122,com.google.javascript.jscomp.parsing.ParserTest,testSuspiciousBlockCommentWarning4
Closure,122,com.google.javascript.jscomp.parsing.ParserTest,testSuspiciousBlockCommentWarning5
Closure,123,com.google.javascript.jscomp.CodePrinterTest,testPrintInOperatorInForLoop
Closure,124,com.google.javascript.jscomp.ExploitAssignsTest,testIssue1017
Closure,125,com.google.javascript.jscomp.TypeCheckTest,testIssue1002
Closure,126,com.google.javascript.jscomp.MinimizeExitPointsTest,testDontRemoveBreakInTryFinally
Closure,126,com.google.javascript.jscomp.MinimizeExitPointsTest,testFunctionReturnOptimization
Closure,127,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testDontRemoveBreakInTryFinally
Closure,127,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testDontRemoveBreakInTryFinallySwitch
Closure,127,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testIssue4177428_continue
Closure,127,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testIssue4177428_return
Closure,127,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testIssue4177428a
Closure,127,com.google.javascript.jscomp.UnreachableCodeEliminationTest,testIssue4177428c
Closure,128,com.google.javascript.jscomp.CodePrinterTest,testIssue942
Closure,129,com.google.javascript.jscomp.IntegrationTest,testIssue937
Closure,130,com.google.javascript.jscomp.CollapsePropertiesTest,testIssue931
Closure,131,com.google.javascript.jscomp.ConvertToDottedPropertiesTest,testDoNotConvert
Closure,131,com.google.javascript.jscomp.ConvertToDottedPropertiesTest,testQuotedProps
Closure,132,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest,testIssue925
Closure,133,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testTextExtents
Closure,134,com.google.javascript.jscomp.AmbiguatePropertiesTest,testImplementsAndExtends
Closure,134,com.google.javascript.jscomp.TypeCheckTest,testIssue86
Closure,135,com.google.javascript.jscomp.DevirtualizePrototypeMethodsTest,testRewritePrototypeMethods2
Closure,135,com.google.javascript.jscomp.TypeCheckTest,testGoodExtends9
Closure,136,com.google.javascript.jscomp.InlineGettersTest,testIssue2508576_1
Closure,136,com.google.javascript.jscomp.InlineGettersTest,testIssue2508576_3
Closure,136,com.google.javascript.jscomp.MethodCheckTest,testSeparateMethods
Closure,136,com.google.javascript.jscomp.RenameVarsTest,testDollarSignSuperExport2
Closure,137,com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest,testArguments
Closure,137,com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest,testMakeLocalNamesUniqueWithContext1
Closure,137,com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest,testOnlyInversion3
Closure,137,com.google.javascript.jscomp.MakeDeclaredNamesUniqueTest,testOnlyInversion4
Closure,137,com.google.javascript.jscomp.NormalizeTest,testRemoveDuplicateVarDeclarations2
Closure,138,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest,testGoogIsArrayOnNull
Closure,138,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest,testGoogIsFunctionOnNull
Closure,138,com.google.javascript.jscomp.ClosureReverseAbstractInterpreterTest,testGoogIsObjectOnNull
Closure,138,com.google.javascript.jscomp.TypeCheckTest,testIssue124
Closure,138,com.google.javascript.jscomp.TypeCheckTest,testIssue124b
Closure,139,com.google.javascript.jscomp.NormalizeTest,testMoveFunctions2
Closure,139,com.google.javascript.jscomp.NormalizeTest,testNormalizeFunctionDeclarations
Closure,139,com.google.javascript.jscomp.NormalizeTest,testRemoveDuplicateVarDeclarations3
Closure,140,com.google.javascript.jscomp.CrossModuleCodeMotionTest,testEmptyModule
Closure,141,com.google.javascript.jscomp.ExpresssionDecomposerTest,testCanExposeExpression2
Closure,141,com.google.javascript.jscomp.ExpresssionDecomposerTest,testCanExposeExpression7
Closure,141,com.google.javascript.jscomp.InlineFunctionsTest,testDecomposeAnonymousInCall
Closure,141,com.google.javascript.jscomp.PureFunctionIdentifierTest,testCallFunctionFOrG
Closure,141,com.google.javascript.jscomp.PureFunctionIdentifierTest,testCallFunctionFOrGViaHook
Closure,141,com.google.javascript.jscomp.PureFunctionIdentifierTest,testCallFunctionFOrGViaHookWithSideEffects
Closure,141,com.google.javascript.jscomp.PureFunctionIdentifierTest,testCallFunctionFOrGWithSideEffects
Closure,141,com.google.javascript.jscomp.PureFunctionIdentifierTest,testCallFunctionForGorH
Closure,142,com.google.javascript.jscomp.CoalesceVariableNamesTest,testParameter4
Closure,142,com.google.javascript.jscomp.parsing.JsDocInfoParserTest,testParseLicenseWithAnnotation
Closure,143,com.google.javascript.jscomp.CommandLineRunnerTest,testDefineFlag3
Closure,143,com.google.javascript.jscomp.RemoveConstantExpressionsTest,testCall1
Closure,143,com.google.javascript.jscomp.RemoveConstantExpressionsTest,testNew1
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testEmitUnknownParamTypesAsAllType
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testOptionalTypesAnnotation
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTempConstructor
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotations
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotationsAssign
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotationsDispatcher1
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotationsDispatcher2
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotationsImplements
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotationsMember
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotationsMemberSubclass
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testTypeAnnotationsNamespace
Closure,144,com.google.javascript.jscomp.CodePrinterTest,testVariableArgumentsTypesAnnotation
Closure,144,com.google.javascript.jscomp.DevirtualizePrototypeMethodsTest,testRewritePrototypeMethods2
Closure,144,com.google.javascript.jscomp.DisambiguatePropertiesTest,testStaticProperty
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportDontEmitPrototypePathPrefix
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportMultiple
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportMultiple2
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportMultiple3
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportProperty
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportSymbol
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportSymbolDefinedInVar
Closure,144,com.google.javascript.jscomp.ExternExportsPassTest,testExportSymbolWithConstructor
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testBadConstructorCall
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testBug911118
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testDontAddMethodsIfNoConstructor
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testDuplicateOldTypeDef
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testDuplicateStaticMethodDecl1
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testDuplicateStaticMethodDecl5
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testDuplicateTypeDef
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testErrorMismatchingPropertyOnInterface5
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference1
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference12
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference13
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference15
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference16
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference2
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference3
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference4
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference7
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference8
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testFunctionInference9
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testGoodExtends7
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testInterfaceInheritanceCheck11
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testInterfaceInheritanceCheck7
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testNestedFunctionInference1
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testPrototypePropertyReference
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testScoping10
Closure,144,com.google.javascript.jscomp.LooseTypeCheckTest,testTypeRedefinition
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testBadConstructorCall
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testBug911118
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testDontAddMethodsIfNoConstructor
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testDuplicateOldTypeDef
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testDuplicateStaticMethodDecl1
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testDuplicateStaticMethodDecl5
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testDuplicateTypeDef
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testErrorMismatchingPropertyOnInterface5
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference1
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference12
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference13
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference15
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference16
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference2
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference3
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference4
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference7
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference8
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testFunctionInference9
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testGoodExtends7
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testInferredReturn1
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testInferredReturn2
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testInferredReturn3
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testInferredReturn4
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testInferredReturn6
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testInterfaceInheritanceCheck11
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testInterfaceInheritanceCheck7
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testNestedFunctionInference1
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testPrototypePropertyReference
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testScoping10
Closure,144,com.google.javascript.jscomp.TypeCheckTest,testTypeRedefinition
Closure,144,com.google.javascript.jscomp.TypedScopeCreatorTest,testConstructorNode
Closure,144,com.google.javascript.jscomp.TypedScopeCreatorTest,testConstructorProperty
Closure,144,com.google.javascript.jscomp.TypedScopeCreatorTest,testMethodBeforeFunction
Closure,144,com.google.javascript.jscomp.TypedScopeCreatorTest,testPropertiesOnInterface
Closure,144,com.google.javascript.jscomp.TypedScopeCreatorTest,testReturnTypeInference1
Closure,145,com.google.javascript.jscomp.CodePrinterTest,testDoLoopIECompatiblity
Closure,145,com.google.javascript.jscomp.CodePrinterTest,testFunctionSafariCompatiblity
Closure,146,com.google.javascript.jscomp.SemanticReverseAbstractInterpreterTest,testEqCondition4
Closure,147,com.google.javascript.jscomp.CheckGlobalThisTest,testIssue182a
Closure,147,com.google.javascript.jscomp.CheckGlobalThisTest,testIssue182b
Closure,147,com.google.javascript.jscomp.RuntimeTypeCheckTest,testValueWithInnerFn
Closure,148,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testFoldTypeof
Closure,148,com.google.javascript.jscomp.SourceMapTest,testGoldenOutput0
Closure,148,com.google.javascript.jscomp.SourceMapTest,testGoldenOutput1
Closure,148,com.google.javascript.jscomp.SourceMapTest,testGoldenOutput2
Closure,148,com.google.javascript.jscomp.SourceMapTest,testGoldenOutput3
Closure,148,com.google.javascript.jscomp.SourceMapTest,testGoldenOutput4
Closure,149,com.google.javascript.jscomp.CommandLineRunnerTest,testCharSetExpansion
Closure,151,com.google.javascript.jscomp.CommandLineRunnerTest,testVersionFlag
Closure,152,com.google.javascript.jscomp.TypeCheckTest,testBackwardsTypedefUse1
Closure,152,com.google.javascript.jscomp.TypeCheckTest,testBackwardsTypedefUse2
Closure,152,com.google.javascript.jscomp.TypeCheckTest,testBackwardsTypedefUse3
Closure,153,com.google.javascript.jscomp.NormalizeTest,testDuplicateVarInExterns
Closure,153,com.google.javascript.jscomp.NormalizeTest,testMakeLocalNamesUnique
Closure,154,com.google.javascript.jscomp.TypeCheckTest,testInterfaceInheritanceCheck12
Closure,155,com.google.javascript.jscomp.InlineVariablesTest,testArgumentsModifiedInInnerFunction
Closure,155,com.google.javascript.jscomp.InlineVariablesTest,testArgumentsModifiedInOuterFunction
Closure,155,com.google.javascript.jscomp.InlineVariablesTest,testIssue378EscapedArguments1
Closure,155,com.google.javascript.jscomp.InlineVariablesTest,testIssue378EscapedArguments2
Closure,155,com.google.javascript.jscomp.InlineVariablesTest,testIssue378EscapedArguments4
Closure,155,com.google.javascript.jscomp.InlineVariablesTest,testIssue378ModifiedArguments1
Closure,155,com.google.javascript.jscomp.InlineVariablesTest,testIssue378ModifiedArguments2
Closure,156,com.google.javascript.jscomp.CollapsePropertiesTest,testAliasedTopLevelEnum
Closure,156,com.google.javascript.jscomp.CollapsePropertiesTest,testIssue389
Closure,157,com.google.javascript.jscomp.CodePrinterTest,testGetter
Closure,157,com.google.javascript.jscomp.CodePrinterTest,testObjectLit2
Closure,157,com.google.javascript.jscomp.CodePrinterTest,testObjectLit3
Closure,157,com.google.javascript.jscomp.CodePrinterTest,testSetter
Closure,157,com.google.javascript.jscomp.FunctionNamesTest,testFunctionsNamesAndIds
Closure,157,com.google.javascript.jscomp.RenamePropertiesTest,testPrototypePropertiesAsObjLitKeys2
Closure,157,com.google.javascript.jscomp.RenamePropertiesTest,testPrototypePropertiesAsObjLitKeys3
Closure,157,com.google.javascript.jscomp.SimpleDefinitionFinderTest,testDefineNumber
Closure,157,com.google.javascript.jscomp.parsing.IRFactoryTest,testObjectLiteral6
Closure,157,com.google.javascript.jscomp.parsing.IRFactoryTest,testObjectLiteral7
Closure,157,com.google.javascript.jscomp.parsing.IRFactoryTest,testObjectLiteral8
Closure,157,com.google.javascript.jscomp.parsing.ParserTest,testObjectLiteralDoc1
Closure,158,com.google.javascript.jscomp.CommandLineRunnerTest,testWarningGuardOrdering2
Closure,158,com.google.javascript.jscomp.CommandLineRunnerTest,testWarningGuardOrdering4
Closure,159,com.google.javascript.jscomp.InlineFunctionsTest,testIssue423
Closure,160,com.google.javascript.jscomp.CommandLineRunnerTest,testCheckSymbolsOverrideForQuiet
Closure,161,com.google.javascript.jscomp.PeepholeFoldConstantsTest,testIssue522
Closure,162,com.google.javascript.jscomp.ScopedAliasesTest,testForwardJsDoc
Closure,163,com.google.javascript.jscomp.CrossModuleMethodMotionTest,testIssue600
Closure,163,com.google.javascript.jscomp.CrossModuleMethodMotionTest,testIssue600b
Closure,163,com.google.javascript.jscomp.CrossModuleMethodMotionTest,testIssue600e
Closure,164,com.google.javascript.jscomp.LooseTypeCheckTest,testMethodInference7
Closure,164,com.google.javascript.jscomp.TypeCheckTest,testMethodInference7
Closure,164,com.google.javascript.rhino.jstype.FunctionTypeTest,testSupAndInfOfReturnTypesWithNumOfParams
Closure,165,com.google.javascript.jscomp.TypeCheckTest,testIssue725
Closure,166,com.google.javascript.jscomp.TypeInferenceTest,testIssue785
Closure,166,com.google.javascript.jscomp.TypeInferenceTest,testRecordInference
Closure,167,com.google.javascript.jscomp.TypeCheckTest,testIssue783
Closure,167,com.google.javascript.jscomp.TypeCheckTest,testMissingProperty20
Closure,167,com.google.javascript.rhino.jstype.JSTypeTest,testRestrictedTypeGivenToBoolean
Closure,169,com.google.javascript.jscomp.TypeCheckTest,testIssue791
